date;title;link;label;label_score;cluster_id;rank;snippet
2025-10-27 12:40:17;Kovács Gergely dilemma elé állította Karácsony Gergelyt a hegyvidéki Turul-szoborral együtt műemlékké nyilvánított kátyúk ügyében;https://nepszava.hu/3299337_hegyvidek-turul-szobor-lazar-janos-muemlek-katyuk-kovacs-gergely-karacsony-gergely-fovarosi-onkormanyzat;kormánypárti;0.337;5;-7.272711750323699;"A XII. kerület kutyapárti polgármestere szerint a helyzetet Lázár János lelkesedése állította elő, mivel építési és közlekedési miniszter a nem csak a műalkotást, hanem a helyrajzi számhoz tartozó utakat is védelem alá vette.&nbsp;&nbsp;"
